facility_index,facility_name,facility_state,is_federal,bill_name,bill_street_1,bill_street_2,bill_city_state_zip,bill_zip_code,ship_name,ship_street_1,ship_street_2,ship_city_state_zip,ship_zip_code,website
829,Aurora Plains Academy,SD,0,Aurora Plains Academy,1400 East 10th Street,,"Plankinton, SD 57368-2033",57368,Aurora Plains Academy,1400 East 10th Street,,"Plankinton, SD 57368-2033",57368,https://www.prisonpro.com/content/aurora-plains-academy
830,Jameson Annex,SD,0,Jameson Annex,P.O. Box 5911,,"Sioux Falls, SD 57117",57117,Jameson Annex,P.O. Box 5911,,"Sioux Falls, SD 57117",57117,https://www.prisonpro.com/content/jameson-annex
831,Mike Durfee State Prison,SD,0,Mike Durfee State Prison,1412 Wood Street,,"Springfield, SD 57062",57062,Mike Durfee State Prison,1412 Wood Street,,"Springfield, SD 57062",57062,https://www.prisonpro.com/content/mike-durfee-state-prison
832,Patrick Henry Brady Academy,SD,0,Patrick Henry Brady Academy,12279 Brady Drive,,"Custer, SD 57730",57730,Patrick Henry Brady Academy,12279 Brady Drive,,"Custer, SD 57730",57730,https://www.prisonpro.com/content/patrick-henry-brady-academy
833,QUEST,SD,0,QUEST,25298 Badger Clark Road,,"Custer, SD 57730",57730,QUEST,25298 Badger Clark Road,,"Custer, SD 57730",57730,https://www.prisonpro.com/content/quest
834,Rapid City Minimum Unit,SD,0,Rapid City Minimum Unit,2725 Creek Drive,,"Rapid City, SD 57703",57703,Rapid City Minimum Unit,2725 Creek Drive,,"Rapid City, SD 57703",57703,https://www.prisonpro.com/content/rapid-city-minimum-unit
835,South Dakota State Penitentiary,SD,0,South Dakota State Penitentiary,P.O. Box 5911,,"Sioux Falls, SD 57117",57117,South Dakota State Penitentiary,P.O. Box 5911,,"Sioux Falls, SD 57117",57117,https://www.prisonpro.com/content/south-dakota-state-penitentiary
836,South Dakota Women's Prison,SD,0,South Dakota Women's Prison,c/o 500 E. Capital Ave.,,"Pierre, SD 57501",57501,South Dakota Women's Prison,c/o 500 E. Capital Ave.,,"Pierre, SD 57501",57501,https://www.prisonpro.com/content/south-dakota-womens-prison
837,STAR Academy,SD,0,STAR Academy,12279 Brady Drive,,"Custer, SD 57730",57730,STAR Academy,12279 Brady Drive,,"Custer, SD 57730",57730,https://www.prisonpro.com/content/star-academy
838,Yankton Minimum Unit,SD,0,Yankton Minimum Unit,178 Mickelson Drive,,"Yankton, SD 57078",57078,Yankton Minimum Unit,178 Mickelson Drive,,"Yankton, SD 57078",57078,https://www.prisonpro.com/content/yankton-minimum-unit
839,Youth Challenge Center,SD,0,Youth Challenge Center,12279 Brady Drive,,"Custer, SD 57730",57730,Youth Challenge Center,12279 Brady Drive,,"Custer, SD 57730",57730,https://www.prisonpro.com/content/youth-challenge-center
840,Bledsoe County Correctional Complex,TN,0,Bledsoe County Correctional Complex,1045 Horsehead Road,,"Pikeville, TN 37367",37367,Bledsoe County Correctional Complex,1045 Horsehead Road,,"Pikeville, TN 37367",37367,https://www.prisonpro.com/content/bledsoe-county-correctional-complex
841,Hardeman County Correctional Facility,TN,0,Hardeman County Correctional Facility,P.O. Box 549,,"Whiteville, TN 38075",38075,Hardeman County Correctional Facility,P.O. Box 549,,"Whiteville, TN 38075",38075,https://www.prisonpro.com/content/hardeman-county-correctional-facility
842,Lois M. DeBerry Special Needs Facility,TN,0,Lois M. DeBerry Special Needs Facility,7575 Cockrill Bend Boulevard,,"Nashville, TN 37209-1057",37209,Lois M. DeBerry Special Needs Facility,7575 Cockrill Bend Boulevard,,"Nashville, TN 37209-1057",37209,https://www.prisonpro.com/content/lois-m-deberry-special-needs-facility
843,Mark H. Luttrell Correctional Center,TN,0,Mark H. Luttrell Correctional Center,6000 State Road,,"Memphis, TN 38134",38134,Mark H. Luttrell Correctional Center,6000 State Road,,"Memphis, TN 38134",38134,https://www.prisonpro.com/content/mark-h-luttrell-correctional-center
844,Morgan County Correctional Complex,TN,0,Morgan County Correctional Complex,P.O. Box 2000,,"Wartburg, TN 37887",37887,Morgan County Correctional Complex,P.O. Box 2000,,"Wartburg, TN 37887",37887,https://www.prisonpro.com/content/morgan-county-correctional-complex
845,Northeast Correctional Complex and Annex,TN,0,Northeast Correctional Complex and Annex,P.O. Box 5000,,"Mountain City, TN 37683-5000",37683,Northeast Correctional Complex and Annex,P.O. Box 5000,,"Mountain City, TN 37683-5000",37683,https://www.prisonpro.com/content/northeast-correctional-complex-annex
846,Northwest Correctional Complex,TN,0,Northwest Correctional Complex,960 State Route 212,,"Tiptonville, TN 38079",38079,Northwest Correctional Complex,960 State Route 212,,"Tiptonville, TN 38079",38079,https://www.prisonpro.com/content/northwest-correctional-complex
847,Riverbend Maximum Security Institution,TN,0,Riverbend Maximum Security Institution,7475 Cockrill Bend Boulevard,,"Nashville, TN 37209-1048",37209,Riverbend Maximum Security Institution,7475 Cockrill Bend Boulevard,,"Nashville, TN 37209-1048",37209,https://www.prisonpro.com/content/riverbend-maximum-security-institution
848,South Central Correctional Facility,TN,0,South Central Correctional Facility,P.O. Box 279,,"Clifton, TN 38425-0279",38425,South Central Correctional Facility,P.O. Box 279,,"Clifton, TN 38425-0279",38425,https://www.prisonpro.com/content/south-central-correctional-facility
849,Tennessee Prison for Women,TN,0,Tennessee Prison for Women,3881 Stewarts Lane,,"Nashville, TN 37218-3302",37218,Tennessee Prison for Women,3881 Stewarts Lane,,"Nashville, TN 37218-3302",37218,https://www.prisonpro.com/content/tennessee-prison-women
850,Turney Center Industrial Main Site,TN,0,Turney Center Industrial Main Site,1499 R.W. Moore Memorial Highway,,"Only, TN 37140-4050",37140,Turney Center Industrial Main Site,1499 R.W. Moore Memorial Highway,,"Only, TN 37140-4050",37140,https://www.prisonpro.com/content/turney-center-industrial-complex-annex
851,Turney Center Industrial Annex,TN,0,Turney Center Industrial Annex,P.O. Box 182,,"Clifton, TN 38425",38425,Turney Center Industrial Annex,P.O. Box 182,,"Clifton, TN 38425",38425,https://www.prisonpro.com/content/turney-center-industrial-complex-annex
852,West Tennessee State Penitentiary,TN,0,West Tennessee State Penitentiary,P.O. Box 1150,,"Henning, TN 38041-1150",38041,West Tennessee State Penitentiary,P.O. Box 1150,,"Henning, TN 38041-1150",38041,https://www.prisonpro.com/content/west-tennessee-state-penitentiary
853,Whiteville Correctional Facility,TN,0,Whiteville Correctional Facility,P.O. Box 679,,"Whiteville, TN 38075",38075,Whiteville Correctional Facility,P.O. Box 679,,"Whiteville, TN 38075",38075,https://www.prisonpro.com/content/whiteville-correctional-facility
854,Allred Unit,TX,0,Allred Unit,2101 FM 369 North,,"Iowa Park, TX 76367",76367,Allred Unit,2101 FM 369 North,,"Iowa Park, TX 76367",76367,https://www.prisonpro.com/content/allred-unit
855,Bartlett State Jail,TX,0,Bartlett State Jail,1018 Arnold Drive,,"Bartlett, TX 76511",76511,Bartlett State Jail,1018 Arnold Drive,,"Bartlett, TX 76511",76511,https://www.prisonpro.com/content/bartlett-state-jail
856,Beto Unit,TX,0,Beto Unit,1391 FM 3328,,"Tennessee Colony, TX 75880",75880,Beto Unit,1391 FM 3328,,"Tennessee Colony, TX 75880",75880,https://www.prisonpro.com/content/beto-unit
857,Boyd Unit,TX,0,Boyd Unit,200 Spur 113,,"Teague, TX 75860-2007",75860,Boyd Unit,200 Spur 113,,"Teague, TX 75860-2007",75860,https://www.prisonpro.com/content/boyd-unit
858,James Bradshaw State Jail,TX,0,James Bradshaw State Jail,P.O. Box 9000,,"Henderson, TX 75653-9000",75653,James Bradshaw State Jail,P.O. Box 9000,,"Henderson, TX 75653-9000",75653,https://www.prisonpro.com/content/james-bradshaw-state-jail
859,Bridgeport Correctional Center,TX,0,Bridgeport Correctional Center,4000 North Tenth Street,,"Bridgeport, TX 76426",76426,Bridgeport Correctional Center,4000 North Tenth Street,,"Bridgeport, TX 76426",76426,https://www.prisonpro.com/content/bridgeport-correctional-center-texas
860,Briscoe Unit,TX,0,Briscoe Unit,1459 West Highway 85,,"Dilley, TX 78017",78017,Briscoe Unit,1459 West Highway 85,,"Dilley, TX 78017",78017,https://www.prisonpro.com/content/briscoe-unit
861,Byrd Unit,TX,0,Byrd Unit,21 FM 247,,"Huntsville, TX 77320",77320,Byrd Unit,21 FM 247,,"Huntsville, TX 77320",77320,https://www.prisonpro.com/content/byrd-unit
862,Clemens Unit,TX,0,Clemens Unit,11034 Hwy 36,,"Brazoria, TX 77422",77422,Clemens Unit,11034 Hwy 36,,"Brazoria, TX 77422",77422,https://www.prisonpro.com/content/clemens-unit
863,Clements Unit,TX,0,Clements Unit,9601 Spur 591,,"Amarillo, TX 79107-9606",79107,Clements Unit,9601 Spur 591,,"Amarillo, TX 79107-9606",79107,https://www.prisonpro.com/content/clements-unit
864,Cleveland Correctional Center,TX,0,Cleveland Correctional Center,P.O. Box 1678,,"Cleveland, TX 77328",77328,Cleveland Correctional Center,P.O. Box 1678,,"Cleveland, TX 77328",77328,https://www.prisonpro.com/content/cleveland-correctional-center
865,Coffield Unit,TX,0,Coffield Unit,2661 FM 2054,,"Tennessee Colony, TX 75884",75884,Coffield Unit,2661 FM 2054,,"Tennessee Colony, TX 75884",75884,https://www.prisonpro.com/content/coffield-unit
866,Cole Unit,TX,0,Cole Unit,3801 Silo Road,,"Bonham, TX 75418",75418,Cole Unit,3801 Silo Road,,"Bonham, TX 75418",75418,https://www.prisonpro.com/content/cole-unit
867,Connally Unit,TX,0,Connally Unit,899 FM 632,,"Kenedy, TX 78119",78119,Connally Unit,899 FM 632,,"Kenedy, TX 78119",78119,https://www.prisonpro.com/content/connally-unit
868,Cotulla Unit,TX,0,Cotulla Unit,610 FM 624,,"Cotulla, TX 78014",78014,Cotulla Unit,610 FM 624,,"Cotulla, TX 78014",78014,https://www.prisonpro.com/content/cotulla-unit
869,Crain Unit,TX,0,Crain Unit,1401 State School Road,,"Gatesville, TX 76599-2999",76599,Crain Unit,1401 State School Road,,"Gatesville, TX 76599-2999",76599,https://www.prisonpro.com/content/crain-unit
870,Dalhart Unit,TX,0,Dalhart Unit,11950 FM 998,,"Dalhart, TX 79022",79022,Dalhart Unit,11950 FM 998,,"Dalhart, TX 79022",79022,https://www.prisonpro.com/content/dalhart-unit
871,Daniel Unit,TX,0,Daniel Unit,938 South FM 1673,,"Snyder, TX 79549",79549,Daniel Unit,938 South FM 1673,,"Snyder, TX 79549",79549,https://www.prisonpro.com/content/daniel-unit
872,Darrington Unit,TX,0,Darrington Unit,59 Darrington Road,,"Rosharon, TX 77583",77583,Darrington Unit,59 Darrington Road,,"Rosharon, TX 77583",77583,https://www.prisonpro.com/content/darrington-unit
873,Diboll Correctional Center,TX,0,Diboll Correctional Center,1604 South First Street,,"Diboll, TX 75941",75941,Diboll Correctional Center,1604 South First Street,,"Diboll, TX 75941",75941,https://www.prisonpro.com/content/diboll-correctional-center
874,Dominguez State Jail,TX,0,Dominguez State Jail,6535 Cagnon Road,,"San Antonio, TX 78252-2202",78252,Dominguez State Jail,6535 Cagnon Road,,"San Antonio, TX 78252-2202",78252,https://www.prisonpro.com/content/dominguez-state-jail
875,Duncan Unit,TX,0,Duncan Unit,1502 South First Street,,"Diboll, TX 75941",75941,Duncan Unit,1502 South First Street,,"Diboll, TX 75941",75941,https://www.prisonpro.com/content/duncan-unit
876,East Texas Treatment Facility,TX,0,East Texas Treatment Facility,900 Industrial Drive,,"Henderson, TX 75652",75652,East Texas Treatment Facility,900 Industrial Drive,,"Henderson, TX 75652",75652,https://www.prisonpro.com/content/east-texas-treatment-multi-use-facility
877,Wainwright Unit (formerly Eastham),TX,0,Wainwright Unit (formerly Eastham),2665 Prison Road #1,,"Lovelady, TX 75851",75851,Wainwright Unit (formerly Eastham),2665 Prison Road #1,,"Lovelady, TX 75851",75851,https://www.prisonpro.com/content/eastham-unit
878,Ellis Unit,TX,0,Ellis Unit,1697 FM 980,,"Huntsville, TX 77343",77343,Ellis Unit,1697 FM 980,,"Huntsville, TX 77343",77343,https://www.prisonpro.com/content/ellis-unit
879,Estelle Unit,TX,0,Estelle Unit,264 FM 3478,,"Huntsville, TX 77320-3320",77320,Estelle Unit,264 FM 3478,,"Huntsville, TX 77320-3320",77320,https://www.prisonpro.com/content/estelle-unit
880,Estes Unit,TX,0,Estes Unit,1100 Hwy 1807,,"Venus, TX 76084",76084,Estes Unit,1100 Hwy 1807,,"Venus, TX 76084",76084,https://www.prisonpro.com/content/estes-unit
881,Ferguson Unit,TX,0,Ferguson Unit,12120 Savage Drive,,"Midway, TX 75852",75852,Ferguson Unit,12120 Savage Drive,,"Midway, TX 75852",75852,https://www.prisonpro.com/content/ferguson-unit
882,Formby State Jail,TX,0,Formby State Jail,998 County Road AA,,"Plainview, TX 79072",79072,Formby State Jail,998 County Road AA,,"Plainview, TX 79072",79072,https://www.prisonpro.com/content/formby-state-jail
883,Fort Stockton Transfer Facility,TX,0,Fort Stockton Transfer Facility,1536 IH-10 East,,"Fort Stockton, TX 79735",79735,Fort Stockton Transfer Facility,1536 IH-10 East,,"Fort Stockton, TX 79735",79735,https://www.prisonpro.com/content/fort-stockton-transfer-facility
884,Garza East,TX,0,Garza East,4304 Highway 202,,"Beeville, TX 78102",78102,Garza East,4304 Highway 202,,"Beeville, TX 78102",78102,https://www.prisonpro.com/content/garza-east
885,Garza West Transfer Facility,TX,0,Garza West Transfer Facility,4250 Highway 202,,"Beeville, TX 78102",78102,Garza West Transfer Facility,4250 Highway 202,,"Beeville, TX 78102",78102,https://www.prisonpro.com/content/garza-west
886,Larry Gist State Jail,TX,0,Larry Gist State Jail,3295 FM 3514,,"Beaumont, TX 77705",77705,Larry Gist State Jail,3295 FM 3514,,"Beaumont, TX 77705",77705,https://www.prisonpro.com/content/gist-state-jail
887,Glossbrenner Unit,TX,0,Glossbrenner Unit,5100 South FM 1329,,"San Diego, TX 78384",78384,Glossbrenner Unit,5100 South FM 1329,,"San Diego, TX 78384",78384,https://www.prisonpro.com/content/glossbrenner-unit
888,Goodman Transfer Facility,TX,0,Goodman Transfer Facility,349 Private Road 8430,,"Jasper, TX 75951",75951,Goodman Transfer Facility,349 Private Road 8430,,"Jasper, TX 75951",75951,https://www.prisonpro.com/content/goodman-unittransfer-facility
889,Goree Unit,TX,0,Goree Unit,7405 Hwy 75 South,,"Huntsville, TX 77344",77344,Goree Unit,7405 Hwy 75 South,,"Huntsville, TX 77344",77344,https://www.prisonpro.com/content/goree-unit
890,Gurney Transfer Facility,TX,0,Gurney Transfer Facility,1385 FM 3328,,"Palestine, TX 75803",75803,Gurney Transfer Facility,1385 FM 3328,,"Palestine, TX 75803",75803,https://www.prisonpro.com/content/gurney-transfer-facility
891,Halbert Unit,TX,0,Halbert Unit,800 Ellen Halbert Drive,,"Burnet, TX 78611",78611,Halbert Unit,800 Ellen Halbert Drive,,"Burnet, TX 78611",78611,https://www.prisonpro.com/content/halbert-unit
892,Hamilton Unit,TX,0,Hamilton Unit,200 Lee Morrison Lane,,"Bryan, TX 77807",77807,Hamilton Unit,200 Lee Morrison Lane,,"Bryan, TX 77807",77807,https://www.prisonpro.com/content/hamilton-pre-release-unit
893,Havins Unit,TX,0,Havins Unit,500 FM 45 East,,"Brownwood, TX 76801",76801,Havins Unit,500 FM 45 East,,"Brownwood, TX 76801",76801,https://www.prisonpro.com/content/havins-unit
894,Henley State Jail,TX,0,Henley State Jail,7581 Hwy 321,,"Dayton, TX 77535",77535,Henley State Jail,7581 Hwy 321,,"Dayton, TX 77535",77535,https://www.prisonpro.com/content/henley-state-jail
895,Hightower Unit,TX,0,Hightower Unit,902 FM 686,,"Dayton, TX 77535",77535,Hightower Unit,902 FM 686,,"Dayton, TX 77535",77535,https://www.prisonpro.com/content/hightower-unit
896,Hilltop Unit,TX,0,Hilltop Unit,1500 State School Road,,"Gatesville, TX 76598-2996",76598,Hilltop Unit,1500 State School Road,,"Gatesville, TX 76598-2996",76598,https://www.prisonpro.com/content/hilltop-unit
897,Hobby Unit,TX,0,Hobby Unit,742 FM 712,,"Marlin, TX 76661",76661,Hobby Unit,742 FM 712,,"Marlin, TX 76661",76661,https://www.prisonpro.com/content/hobby-unit
898,Hodge Unit,TX,0,Hodge Unit,379 FM 2972 West,,"Rusk, TX 75785",75785,Hodge Unit,379 FM 2972 West,,"Rusk, TX 75785",75785,https://www.prisonpro.com/content/hodge-unit
899,Holliday Transfer Facility,TX,0,Holliday Transfer Facility,295 IH-45 North,,"Huntsville, TX 77320-8443",77320,Holliday Transfer Facility,295 IH-45 North,,"Huntsville, TX 77320-8443",77320,https://www.prisonpro.com/content/holliday-unit-transfer-facility
900,Hospital Galveston,TX,0,Hospital Galveston,"P.O. Box 48,Substation #1",,"Galveston, TX 77555",77555,Hospital Galveston,"P.O. Box 48,Substation #1",,"Galveston, TX 77555",77555,https://www.prisonpro.com/content/hospital-galveston
901,Hughes Unit,TX,0,Hughes Unit,Route 2 Box 4400,,"Gatesville, TX 76597",76597,Hughes Unit,Route 2 Box 4400,,"Gatesville, TX 76597",76597,https://www.prisonpro.com/content/hughes-unit
902,Huntsville Unit,TX,0,Huntsville Unit,815 12th Street,,"Huntsville, TX 77348",77348,Huntsville Unit,815 12th Street,,"Huntsville, TX 77348",77348,https://www.prisonpro.com/content/huntsville-unit
903,Hutchins State Jail,TX,0,Hutchins State Jail,1500 East Langdon Road,,"Dallas, TX 75241",75241,Hutchins State Jail,1500 East Langdon Road,,"Dallas, TX 75241",75241,https://www.prisonpro.com/content/hutchins-state-jail
904,Jester I Unit,TX,0,Jester I Unit,1 Jester Road,,"Richmond, TX 77406",77406,Jester I Unit,1 Jester Road,,"Richmond, TX 77406",77406,https://www.prisonpro.com/content/jester-i-iii-iv-units
905,Jester III Unit,TX,0,Jester III Unit,3 Jester Road,,"Richmond, TX 77406",77406,Jester III Unit,3 Jester Road,,"Richmond, TX 77406",77406,https://www.prisonpro.com/content/jester-i-iii-iv-units
906,Jester IV Psychiatric Unit,TX,0,Jester IV Psychiatric Unit,4 Jester Road,,"Richmond, TX 77406",77406,Jester IV Psychiatric Unit,4 Jester Road,,"Richmond, TX 77406",77406,https://www.prisonpro.com/content/jester-i-iii-iv-units
913,Johnston Unit,TX,0,Johnston Unit,703 Airport Road,,"Winnsboro, TX 75494",75494,Johnston Unit,703 Airport Road,,"Winnsboro, TX 75494",75494,https://www.prisonpro.com/content/johnston-unit
914,Jordan Unit,TX,0,Jordan Unit,1992 Helton Road,,"Pampa, TX 79065",79065,Jordan Unit,1992 Helton Road,,"Pampa, TX 79065",79065,https://www.prisonpro.com/content/jordan-unitbaten-transfer-facility
915,Baten Transfer Facility,TX,0,Baten Transfer Facility,1995 Helton Road,,"Pampa, TX 79065",79065,Baten Transfer Facility,1995 Helton Road,,"Pampa, TX 79065",79065,https://www.prisonpro.com/content/jordan-unitbaten-transfer-facility
916,Kegans State Jail,TX,0,Kegans State Jail,707 Top Street,,"Houston, TX 77002",77002,Kegans State Jail,707 Top Street,,"Houston, TX 77002",77002,https://www.prisonpro.com/content/kegans-state-jail
917,Kyle Correctional Center,TX,0,Kyle Correctional Center,23001 Interstate 35,,"Kyle, TX 78640",78640,Kyle Correctional Center,23001 Interstate 35,,"Kyle, TX 78640",78640,https://www.prisonpro.com/content/kyle-correctional-center
918,LeBlanc Unit,TX,0,LeBlanc Unit,3695 FM 3514,,"Beaumont, TX 77705",77705,LeBlanc Unit,3695 FM 3514,,"Beaumont, TX 77705",77705,https://www.prisonpro.com/content/leblanc-unit-pre-release-facility
919,Lewis Unit,TX,0,Lewis Unit,777 FM 3497,,"Woodville, TX 75990",75990,Lewis Unit,777 FM 3497,,"Woodville, TX 75990",75990,https://www.prisonpro.com/content/lewis-unit
920,Lindsey State Jail,TX,0,Lindsey State Jail,1620 FM 3344,,"Jacksboro, TX 76458",76458,Lindsey State Jail,1620 FM 3344,,"Jacksboro, TX 76458",76458,https://www.prisonpro.com/content/lindsey-state-jail
921,Lockhart Correctional Facility,TX,0,Lockhart Correctional Facility,1400 Industrial Boulevard,,"Lockhart, TX 78644",78644,Lockhart Correctional Facility,1400 Industrial Boulevard,,"Lockhart, TX 78644",78644,https://www.prisonpro.com/content/lockhart-correctional-facility
922,Lopez State Jail,TX,0,Lopez State Jail,1203 El Cibolo Road,,"Edinburg, TX 78542",78542,Lopez State Jail,1203 El Cibolo Road,,"Edinburg, TX 78542",78542,https://www.prisonpro.com/content/lopez-state-jail
923,Luther Unit,TX,0,Luther Unit,1800 Luther Drive,,"Navasota, TX 77868",77868,Luther Unit,1800 Luther Drive,,"Navasota, TX 77868",77868,https://www.prisonpro.com/content/luther-unit
924,Lychner State Jail,TX,0,Lychner State Jail,2350 Atascocita Road,,"Humble, TX 77396",77396,Lychner State Jail,2350 Atascocita Road,,"Humble, TX 77396",77396,https://www.prisonpro.com/content/lychner-state-jail
925,Lynaugh Unit,TX,0,Lynaugh Unit,1098 South Highway 2037,,"Fort Stockton, TX 79735",79735,Lynaugh Unit,1098 South Highway 2037,,"Fort Stockton, TX 79735",79735,https://www.prisonpro.com/content/lynaugh-unit
926,Marlin Transfer Facility,TX,0,Marlin Transfer Facility,2893 State Hwy 6,,"Marlin, TX 76661-6588",76661,Marlin Transfer Facility,2893 State Hwy 6,,"Marlin, TX 76661-6588",76661,https://www.prisonpro.com/content/marlin-transfer-facility
927,McConnell Unit,TX,0,McConnell Unit,3001 South Emily Drive,,"Beeville, TX 78102",78102,McConnell Unit,3001 South Emily Drive,,"Beeville, TX 78102",78102,https://www.prisonpro.com/content/mcconnell-unit
928,Michael Unit,TX,0,Michael Unit,2664 FM 2054,,"Tennessee Colony, TX 75886",75886,Michael Unit,2664 FM 2054,,"Tennessee Colony, TX 75886",75886,https://www.prisonpro.com/content/michael-unit
929,Middleton Transfer Facility,TX,0,Middleton Transfer Facility,13055 FM 3522,,"Abilene, TX 79601",79601,Middleton Transfer Facility,13055 FM 3522,,"Abilene, TX 79601",79601,https://www.prisonpro.com/content/middleton-unit-transfer-facility
